Test_ID,Category,Condition,Trial,Metric_Name,Value,Unit,Status
EXP3_PROGRAM,Flash_Program,1_Word_4B,9,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,9,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,10,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,10,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,10,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,11,Program_Time,24.0625,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,11,Throughput,162.33766233766235,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,11,Time_Per_Word,24.0625,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,12,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,12,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,12,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,13,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,13,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,13,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,14,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,14,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,14,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,15,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,15,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,15,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,16,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,16,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,16,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,17,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,17,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,17,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,18,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,18,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,18,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,19,Program_Time,13.125,us,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,19,Throughput,297.6190476190476,KB/s,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,19,Time_Per_Word,13.125,us/word,PASS
EXP3_PROGRAM,Flash_Program,1_Word_4B,20,Program_Time,13.125,us,PASS
